Original Title,Link,Original Description,Publication Date,Original Language,Category,Subcategory,Location,Translated Title,Translated Description,Entity,Count,Latitude,Longitude,Country,Sadness,Joy,Surprise,Anticipation,Fear,Anger,Trust,Disgust,Entity_all
Who is right or wrong in the battle for Tuku Musik?,https://nehandaradio.com/2019/03/24/who-is-right-or-wrong-in-the-battle-for-tuku-musik/,"It was just a 28-second video but so much of what defined Tuku over the 66 years of his life was all there — the energetic movements, trademark husky voice that seemed to crack as if burdened by the wisdom it had to constantly give to the world. “Hey, let’s make a date on the 29th of March 2019,” said the man who died on 23 January 23.",2019-03-24 09:12:00,en,Conflict,['Conflict'],-28.9972870207938 25.0892288944874,Shooting at Toliara – tens of fuyards sought,Shooting at Toliara – tens of fuyards sought,"['Walter Wanyanya', 'Andy Muridzo', 'The Mill', 'Andy Miller']",1,-28.9972870207938,25.0892288944874,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Walter Wanyanya', 'Andy Muridzo', 'The Mill', 'Andy Miller']"
Zimbabwean Nurses Washing Used Bandages For Re-use As Health Sector Crumbles,https://www.zimeye.net/2019/03/24/zimbabwean-nurses-washing-used-bandages-for-re-use-as-health-sector-crumbles/,"Minister Of Health and Child Care Dr Obadiah Moyo. NURSES at Zimbabwe’s foremost medical institution, Parirenyatwa Group of Hospitals, have resorted to washing bandages to dress burns on patients as health crisis at the institution deepens, plastic surgeon Doctor Faith Muchemwa revealed last week.",2019-03-24 08:37:00,en,Conflict,['Conflict'],-18.9801646810949 29.4658241153903,Shooting at Toliara – tens of fuyards sought,Shooting at Toliara – tens of fuyards sought,"['Emergency', 'Obadiah Moyo']",1,-18.9801646810949,29.4658241153903,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Emergency', 'Obadiah Moyo']"
MDC Youth Assembly Condemns Zenzele Ndebele Arrest,https://www.zimeye.net/2019/03/23/mdc-youth-assembly-condemns-zenzele-ndebele-arrest/,"STATEMENT: The Youth Assembly is riled by state’s harrassment, illegal arrest and unjustified detention of professional journalist, Zenzele Ndebele. It is regrettable that while the Constitution of Zimbabwe guarantees media freedom as encapsulated in Article 61 and 62, the state through archaic....",2019-03-23 03:49:00,en,Conflict,['Conflict'],-17.8292 31.054,Shooting at Toliara – tens of fuyards sought,Shooting at Toliara – tens of fuyards sought,['Robert Mugabe'],1,-17.8292,31.054,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Robert Mugabe']
"RARELY, HAS SO MUCH, FOR SO MANY DEPEND ON SO FEW",https://www.herald.co.zw/rarely-has-so-much-for-so-many-depend-on-so-few/,"SHARUKO ON SATURDAY THEY knew the road trip was going to take them to a place and time where their emotions would be severely tested by gory images of an apocalyptic world they had seen in some horror movies before, but which had now been brought out of fiction and into reality by the sheer brute power of nature.",2019-03-23 00:48:00,en,Conflict,"['Conflict', 'UNbodies', 'AirTransport']",29.9564 -90.0987,Shooting at Toliara – tens of fuyards sought,Shooting at Toliara – tens of fuyards sought,"['Orleans Saints', 'All Blacks', 'United Nations', 'Tom Benson', 'Michael Silver', 'Facebook', 'Paolo Bandini', 'British Broadcasting Corporation', 'British Broadcasting Corporation', 'Hurricane Katrina', 'Super Bowl', 'Indianapolis Colts', 'Didier Drogba', 'World Cup', 'Louis Armstrong', 'The Guardian', 'Salvation Army']",1,29.9564,-90.0987,United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Orleans Saints', 'All Blacks', 'United Nations', 'Tom Benson', 'Michael Silver', 'Facebook', 'Paolo Bandini', 'British Broadcasting Corporation', 'British Broadcasting Corporation', 'Hurricane Katrina', 'Super Bowl', 'Indianapolis Colts', 'Didier Drogba', 'World Cup', 'Louis Armstrong', 'The Guardian', 'Salvation Army']"
US air attacks killed civilians in Somalia,https://www.chronicle.co.zw/us-air-attacks-killed-civilians-in-somalia/,"There is credible evidence that US military air raids in Somalia have killed or wounded nearly two dozen civilians in the past two years, an international human rights group said on Tuesday, suggesting that the Pentagon is not adequately investigating potential casualties.",2019-03-22 23:32:00,en,Conflict,"['TerroristAttack', 'Conflict', 'Security']",2.04118 45.3441,Shooting at Toliara – tens of fuyards sought,Shooting at Toliara – tens of fuyards sought,"['US military', 'The Pentagon', 'Al Shabab', 'Amnesty International', 'Defence Department']",3,2.04118,45.3441,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['US military', 'The Pentagon', 'Al Shabab', 'Amnesty International', 'Defence Department', 'US military', 'The Pentagon', 'Al Shabab', 'Amnesty International', 'Defence Department', 'US military', 'The Pentagon', 'Al Shabab', 'Amnesty International', 'Defence Department']"
Govt use of violence on its own people is tragic,https://bulawayo24.com/opinion/columnist/158822,"Continued from last week While Mnangagwa's rhetoric on issues such as land reform, human rights, rule of law, improving the business climate and reducing corruption was all positive, there was little actual action behind the words. Some Zimbabweans argued that Mnangagwa was still beholden to the....",2019-03-22 17:48:00,en,Conflict,['Conflict'],3.7536 8.78458,Shooting at Toliara – tens of fuyards sought,Shooting at Toliara – tens of fuyards sought,"['Zimbabwean military', 'محمد ولد أبيليل', 'Ian Smith', 'Omar el Bashir', 'Omar el Bashir', 'Ould Abdel Aziz', 'Theodore Obiang', 'Jonathan Powell', 'Idriss Deby', 'Ozan Varol', 'MDC Alliance', 'Teodoro Obiang Nguema', 'Mohamed Ould Abdel Aziz', 'Electoral Commission', 'Foreign Service', 'Zimbabwe Electoral Commission', 'High Court', 'Ismael Omar Guelleh', 'ZANU PF', 'Yoweri Museveni', 'Ely Ould Mohamed Vall', 'Omar Ahmad', 'Albright Stonebridge Group', 'Denis Sassou Nguesso', 'Denis Sassou Nguesso', 'Denis Sassou Nguesso']",1,3.7536,8.78458,Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Zimbabwean military', 'محمد ولد أبيليل', 'Ian Smith', 'Omar el Bashir', 'Omar el Bashir', 'Ould Abdel Aziz', 'Theodore Obiang', 'Jonathan Powell', 'Idriss Deby', 'Ozan Varol', 'MDC Alliance', 'Teodoro Obiang Nguema', 'Mohamed Ould Abdel Aziz', 'Electoral Commission', 'Foreign Service', 'Zimbabwe Electoral Commission', 'High Court', 'Ismael Omar Guelleh', 'ZANU PF', 'Yoweri Museveni', 'Ely Ould Mohamed Vall', 'Omar Ahmad', 'Albright Stonebridge Group', 'Denis Sassou Nguesso', 'Denis Sassou Nguesso', 'Denis Sassou Nguesso']"
Mozambique: Business people support cyclone victims,https://clubofmozambique.com/news/business-mozambique-business-people-support-cyclone-victims/,The Confederation of Economic Associations of Mozambique today expressed the willingness of businesspeople and the private sector to assist in the recovery of infrastructure destroyed by the passage of Cyclone Idai in several provinces of the country. “We want to ensure … the total availability of....,2019-03-21 15:17:00,en,Conflict,['Conflict'],-15.1154 39.256939,Shooting at Toliara – tens of fuyards sought,Shooting at Toliara – tens of fuyards sought,['Red Cross'],1,-15.1154,39.256939,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Red Cross']
"Zimbabweans ranked happier than Rwandans, Batswana and Malawians",https://bulawayo24.com/news/national/158715,"The World Happiness Report has been released and Zimbabwe ranks close to the bottom ten, lower than neighbours Mozambique and Zambia. However, Zimbabweans have been ranked happier than Rwandans, Batswana and Malawians. Finland has been crowned the happiest country in the world for the second year in....",2019-03-21 12:41:00,en,Conflict,"['UNbodies', 'SocialSituation', 'Conflict', 'RegionalPolicy', 'Environment']",-17.8292 31.054,Shooting at Toliara – tens of fuyards sought,Shooting at Toliara – tens of fuyards sought,"['United Nations', 'Jeffrey Sachs', 'Meik Wiking', 'Jayme Illien']",1,-17.8292,31.054,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['United Nations', 'Jeffrey Sachs', 'Meik Wiking', 'Jayme Illien']"
Proposed govt law to bring clarity on forex repatriation fears,https://bulawayo24.com/news/national/158686,"PRESIDENT Emmerson Mnangagwa's government is in the process of formulating a law that would spell out how foreign investors can repatriate their profits from Zimbabwe, a country facing foreign currency shortages. This was revealed Wednesday by Justice Minister Ziyambi Ziyambi while addressing backbenchers in parliament.",2019-03-21 08:53:00,en,Conflict,['Conflict'],,Shooting at Toliara – tens of fuyards sought,Shooting at Toliara – tens of fuyards sought,"['Emmerson Mnangagwa', 'ZANU PF', 'Development Agency']",1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Emmerson Mnangagwa', 'ZANU PF', 'Development Agency']"
"US air strikes kill, injure civilians in Somalia",http://www.zbc.co.zw/us-air-strikes-kill-injure-civilians-in-somalia/,"Reports say there is credible evidence that US military have killed or wounded Somali civilians through their airstrikes in attempts to neutralise Al-Shabab fighters. There is credible evidence that the US military has been sending airstrikes on Somali civilians in the past three years, killing and....",2019-03-20 11:41:00,en,Conflict,"['Conflict', 'TerroristAttack', 'Security']",2.04118 45.3441,Shooting at Toliara – tens of fuyards sought,Shooting at Toliara – tens of fuyards sought,"['US military', 'The Pentagon', 'Al Shabab', 'Amnesty International']",3,2.04118,45.3441,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['US military', 'The Pentagon', 'Al Shabab', 'Amnesty International', 'US military', 'The Pentagon', 'Al Shabab', 'Amnesty International', 'US military', 'The Pentagon', 'Al Shabab', 'Amnesty International']"
"Le Nord de Madagascar : 29 mars 1947, une insurrection tuée dans l’œuf",http://www.midi-madagasikara.mg/dossiers/2019/03/20/le-nord-de-madagascar-29-mars-1947-une-insurrection-tuee-dans-loeuf/,"Depuis le mois de décembre 1946, une révolte a été organisée dans le nord de l’île. L’objectif était de libérer Madagascar sous la domination française. Mais, elle est rapidement contrôlée par les autorités locales. Par conséquent, bon nombre de nationalistes de la région se sont fait arrêter.",2019-03-20 05:26:00,fr,Conflict,['Conflict'],-21.72854 45.744129,Northern Madagascar: 29 March 1947 insurrection killed in the bud,Northern Madagascar: 29 March 1947 insurrection killed in the bud,"['Diego Suarez', 'CGT']",1,-21.72854,45.744129,Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,"['Diego Suarez', 'CGT']"
'Zimbabwe hospital nurses washing bandages to re-use on patients',https://bulawayo24.com/news/national/158512,"NURSES at Zimbabwe""s foremost medical institution, Parirenyatwa Group of Hospitals, have resorted to washing bandages to dress burns on patients as health crisis at the institution deepens, plastic surgeon Doctor Faith Muchemwa revealed last week. According to Muchemwa, so dire is the situation that....",2019-03-19 08:04:00,en,Conflict,['Conflict'],-18.9801646810949 29.4658241153903,Northern Madagascar: 29 March 1947 insurrection killed in the bud,Northern Madagascar: 29 March 1947 insurrection killed in the bud,"['Emergency', 'Obadiah Moyo']",1,-18.9801646810949,29.4658241153903,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,"['Emergency', 'Obadiah Moyo']"
Nkomo Family Fumes Over Statue Still To Be Set Up In Harare,https://www.zimeye.net/2019/03/18/nkomo-family-fumes-over-statue-still-to-be-set-up-in-harare/,"Joshua Nkomo. THE family of the late Vice President Joshua Nkomo has described government as a “dead donkey” accusing it of delaying the erection of a statue in the capital honouring the former liberation struggle stalwart. The much-loved Nkomo who died on July 1, 1999 had a statue built in Bulawayo....",2019-03-18 22:30:00,en,Conflict,['Conflict'],-20.1722 28.5812,Northern Madagascar: 29 March 1947 insurrection killed in the bud,Northern Madagascar: 29 March 1947 insurrection killed in the bud,"['Robert Mugabe', 'Emmerson Mnangagwa', 'Dumiso Dabengwa', 'ZANU PF', 'Joshua Nkomo', 'Daily News']",1,-20.1722,28.5812,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,"['Robert Mugabe', 'Emmerson Mnangagwa', 'Dumiso Dabengwa', 'ZANU PF', 'Joshua Nkomo', 'Daily News']"
Nkomo family fumes over ‘delayed’ statue,https://nehandaradio.com/2019/03/18/nkomo-family-fumes-over-delayed-statue/,"“No information about that project so far…there is no progress on plans to erect the late vice president’s statue in Harare. “There is no communication whatsoever from anyone, particularly from government. “The wheels of this government grind slowly. We need to go forward on a lot of current issues,” Nkomo’s son Sibangilizwe told the Daily News.",2019-03-18 19:47:00,en,Conflict,['Conflict'],39.0285 125.757,Northern Madagascar: 29 March 1947 insurrection killed in the bud,Northern Madagascar: 29 March 1947 insurrection killed in the bud,"['Emmerson Mnangagwa', 'Dumiso Dabengwa', 'ZANU PF', 'Daily News']",2,39.0285,125.757,"Korea, Democratic People's Republic of",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,"['Emmerson Mnangagwa', 'Dumiso Dabengwa', 'ZANU PF', 'Daily News', 'Emmerson Mnangagwa', 'Dumiso Dabengwa', 'ZANU PF', 'Daily News']"
Joshua Nkomo's family describe Mnangagwa's govt as a 'dead donkey',https://bulawayo24.com/news/national/158484,"THE family of the late Vice President Joshua Nkomo has described government as a ""dead donkey"" accusing it of delaying the erection of a statue in the capital honouring the former liberation struggle stalwart. The much-loved Nkomo who died on July 1, 1999 had a statue built in Bulawayo as well as....",2019-03-18 14:53:00,en,Conflict,['Conflict'],-20.1722 28.5812,Northern Madagascar: 29 March 1947 insurrection killed in the bud,Northern Madagascar: 29 March 1947 insurrection killed in the bud,"['Robert Mugabe', 'Emmerson Mnangagwa', 'Dumiso Dabengwa', 'ZANU PF', 'Joshua Nkomo', 'Daily News']",1,-20.1722,28.5812,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,"['Robert Mugabe', 'Emmerson Mnangagwa', 'Dumiso Dabengwa', 'ZANU PF', 'Joshua Nkomo', 'Daily News']"
Nkomo family fumes over 'delayed' statue,https://www.dailynews.co.zw/articles/2019/03/18/nkomo-family-fumes-over-delayed-statue,Jeffrey Muvundusi and Tendayi Madhomu • 18 March 2019 1:00PM • 1 comment THE family of the late Vice President Joshua Nkomo has described government as a “dead donkey” accusing it of delaying the erection of a statue in the capital honouring the former liberation struggle stalwart.,2019-03-18 12:23:00,en,Conflict,['Conflict'],39.0285 125.757,Northern Madagascar: 29 March 1947 insurrection killed in the bud,Northern Madagascar: 29 March 1947 insurrection killed in the bud,"['Robert Mugabe', 'Emmerson Mnangagwa', 'Dumiso Dabengwa', 'ZANU PF', 'Joshua Nkomo', 'Daily News']",1,39.0285,125.757,"Korea, Democratic People's Republic of",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,"['Robert Mugabe', 'Emmerson Mnangagwa', 'Dumiso Dabengwa', 'ZANU PF', 'Joshua Nkomo', 'Daily News']"
“Stop The Killing”: MDC Tells Gvnt,https://www.zimeye.net/2019/03/18/stop-the-killing-mdc-tells-gvnt/,"By Own Correspondent- The MDC has called on government to stop shooting and killing civilians in order for sanctions to be removed. The party said just like any other Zimbabwean, they are keen for sanctions imposed by the United States on the country to go since they are affecting citizens.",2019-03-18 09:26:00,en,Conflict,['Conflict'],-17.8292 31.054,Northern Madagascar: 29 March 1947 insurrection killed in the bud,Northern Madagascar: 29 March 1947 insurrection killed in the bud,['ZANU PF'],1,-17.8292,31.054,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,['ZANU PF']
"Tragedy: Malawi’s Collapsed Bua bridge kills four MDF soldiers, two civilians; many soldiers injured",http://www.maravipost.com/tragedy-malawis-collapsed-bua-bridge-kills-four-mdf-soldiers-two-civilians-many-soldiers-injured/,"KASUNGU-(MaraviPost) -Six People including four Malawi Defence Force (MDF) soldiers are feared dead,after a bridge they were trying to dismantle collapsed, Maravi Post has learnt. The development occurred on Sunday around 5 pm at Bua bridge in Kasungu district.",2019-03-18 07:27:00,en,Conflict,['Conflict'],-13.9826 33.7738,Northern Madagascar: 29 March 1947 insurrection killed in the bud,Northern Madagascar: 29 March 1947 insurrection killed in the bud,[],1,-13.9826,33.7738,Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,[]
Pakistan’s Baluchistan province train blast claims four – police,http://www.maravipost.com/pakistans-baluchistan-province-train-blast-claims-four-police/,"Four people were killed and 10 others injured when a bomb went off on a train track in the province of Baluchistan, Pakistan. Separatist rebels are believed to be behind the attack, although no one has yet claimed responsibility.

The blast derailed six train cars, which were traveling from the....",2019-03-17 23:48:00,en,Conflict,"['Conflict', 'Security', 'TerroristAttack']",33.718151 73.060547,Northern Madagascar: 29 March 1947 insurrection killed in the bud,Northern Madagascar: 29 March 1947 insurrection killed in the bud,['Road Initiative'],3,33.718151,73.060547,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,"['Road Initiative', 'Road Initiative', 'Road Initiative']"
New Holocaust and Genocide Exhibit Opens in Johannesburg,https://www.voazimbabwe.com/a/new-holocaust-and-genocide-exhibit-opens-in-johannesburg/4834363.html,"Twenty-five years have passed since Rwanda's horrific genocide, but for survivor Sylvestre Sendacyeye, the memories remain fresh. He was one of several survivors of genocides on hand to commemorate the opening of a new, permanent exhibition at the Holocaust and Genocide Center in Johannesburg.",2019-03-17 12:31:00,en,Conflict,['Conflict'],-26.1441 28.0502,Northern Madagascar: 29 March 1947 insurrection killed in the bud,Northern Madagascar: 29 March 1947 insurrection killed in the bud,[],1,-26.1441,28.0502,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,[]
New Zealand Christchurch’s mosque attack suspect Brenton Tarrant appears in court,http://www.maravipost.com/new-zealand-christchurchs-mosque-attack-suspect-brenton-tarrant-appears-in-court/,"REUTERS Brenton Tarrant, 28, appeared in court on Saturday in relation to the mosque attacks. The main suspect in the killings of 49 people in shootings at two mosques in New Zealand on Friday has appeared in court on a single murder charge. Australian Brenton Tarrant, 28, was brought to the dock in a white prison shirt and handcuffs.",2019-03-16 12:05:00,en,Conflict,"['Migration', 'Conflict']",-41.3348 174.807,Northern Madagascar: 29 March 1947 insurrection killed in the bud,Northern Madagascar: 29 March 1947 insurrection killed in the bud,"['Khalid Mustafa', 'Lianne Dalziel', 'Al Noor', 'British Broadcasting Corporation', 'Jacinda Ardern', 'David Parker']",1,-41.3348,174.807,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,"['Khalid Mustafa', 'Lianne Dalziel', 'Al Noor', 'British Broadcasting Corporation', 'Jacinda Ardern', 'David Parker']"
